polarity,text,Positive/Negative/neutral
-0.4,game throne wish,Negative
0.0,surprins goog got,Neutral
0.26666666666666666,strong start chapter got seri let us hope doesnt fall near end like predecessor,Positive
1.0,absolu gnial une critur au petit oignon des perso superb interprt des moyen et surtout des dragon,Positive
0.3,prefer game throne almost good love matt smith litter carri show like much rhaenyra alic actress chang wait see im disappoint cast viseri cor dont look like targaryanvalyrian rest ok,Positive
-0.17013888888888892,complet flat dont feel connect charact stori showrunn seem think senseless violenc nuditi peopl like got want there stori sinc origin dialogu sourc materi whole thing seem artif lifeless somehow think bring princ promis long night good idea mani chang origin stori showrunn tri hard shoehorn woman good man bad violent crap georg world stick like sore thumb idiot idea total incompat georg stori showrunn idea stori show shambl mess,Negative
0.015625,major problem hod likeabl charact let alon root em show need tyrion serious time lack deeper intrigu backstab got obvious quick play,Positive
0.13125,weak got bore 2 episod stop watch current rewatch got much better updat week pass still enjoy got still desir continu watch,Positive
0.16396825396825399,splendid return westero slick portray intrigu skulduggeri drama origin seri strong clunki end thought hope lost screenwrit ran georg r r martin direct sourc materi form book fear team taken hand come someth slight slicker less fresh heyday origin show despit fact know end part serious strong perform notabl milli alcock matt smith wonder onscreen chemistri display plenti sass rattl away time sexi high valyrian zoom around pleas differenti dragon smith drip arrog alcock pois subtl strong perform troubl engag complex learlik onscreen father portray paddi considin spare could pain adolesc encount alcock rhaenyra best friend portray great digniti olivia cook left less compet hand nuditi tone slight potenti sign deft way tale told repres need crude crutch gore remain much evid ever enjoy,Positive
0.7,like good got good inde,Positive
0.4083333333333333,love seri includ asiof seri great start everi episod get better previous episod,Positive
0.2833333333333333,ive watch first 4 episod kudo writer actor show superbl produc write act spot realli love seri far,Positive
0.09166666666666669,stori tell huge improv got season 8 charact dont grab attent like got feel cast pretti weak look forward watch rest season im wait first grrm twist,Positive
0.2012987012987013,sure expect cours last season got badbut got back form proper tv grownupsunlik show doesnt keep tell feel certain charact show well written allow charact show feel facial express bodi languag look eye etc show trust audienc figur breath fresh air day cast topnotch milli paddi matt rhys realli top form rest cast well written look fantast complex charact oppos cardboard cutout charact like fantasi show wont mention genuin intrigu storygot back best,Positive
-0.09999999999999998,start good chang actor bad cast empti stori focus melodrama real content deviat seri away game trone compar,Negative
0.5,love wait see season develop cinematographi character act amaz,Positive
0.4,enjoy watch show,Positive
0.8,great show girlfriend hook qualiti act qualiti pictur qualiti script,Positive
0.49,great high qualiti direct script brilliant cast,Positive
0.3,good act matt smith cast horrend targaryen especi rhaenyra young old daemon,Positive
0.3666666666666667,show felt like gotbut interest like cheap attempt recreat magic origin seri id much rather see someth univers voic,Positive
0.0,finish season one last night complet hook,Neutral
0.3,amaz great attent detail dragon incred design execut even snarl fantast martin hand behind hotd fill blank notic miguel sapochnik direct flawless time jump go hurt get necessari 9510,Positive
0.0008116883116883229,far good less excit origin cast choic final bad marvel show ring power less seem represent see decent act main uk australian folk cast usa notic realli provid new real talent cast polit activist musician social media influenc instead train actor show movi act serious task everybodi even endless edit,Positive
0.19999999999999998,unlik ring power show get better everi episod get know world charact good game throne look forward catch next ep everi week,Positive
-0.19583333333333333,two wordsa slog noth clever interest stimul level gore general violenc use useless unattach fashion tedious watch im done,Negative
0.07500000000000002,bright attract actor seri act especi king weak think that kill soon plot still devoid intens intrigu,Positive
0.375,love love matt smith portray enjoy charact develop action backstori take note amazon what work show writer focus stori rather desir polit messag,Positive
0.04980158730158729,love song fire ice hous dragon book youd love seri faster point game throne without lose layer storytel fx isnt good game throne first season im certain hbo improv second season matt smith awesom daemon targaryen georg rr martin person favourit charact dont make mistak hater compar peak game throne season 6 achiev much way less time despit terribl end game throne seri,Positive
0.0,excelent lo recomiendo,Neutral
0.75,engag plot good twist almost charact interest great time watch,Positive
0.25,seri suck big time direct charact travel toward act suck got one could understand what go charact mind hesh act without dialogu that good also timelin well explain show number month year charact away place time taken travel around given much emphasis overal anoth seri that prequel got peopl expect someth doubt ever see come episod,Positive
0.25,im realli start get show doubt first episod follow episod realli credit hbo attach talent seri show,Positive
0.17857142857142858,spoiler welcom back westero intrigu crown dragon great write keep got vibe realli realli cant predict happen far feel true genealog lore foundat fire blood enough twist execut keep everyon entertain big 3 daemon lord cori wife queen never total steal everi scene theyr,Positive
